"url","Ticker","Ticker_link","Company","Company_link","Ceo","Year","Compensation"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","GOOG","https://aflcio.org/paywatch/GOOG","Alphabet","https://aflcio.org/paywatch/GOOG","Sundar Pichai","2015","$100,632,102"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","CHTR","https://aflcio.org/paywatch/CHTR","Charter Communications","https://aflcio.org/paywatch/CHTR","Thomas M. Rutledge","2016","$98,515,727"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","EXPE","https://aflcio.org/paywatch/EXPE","Expedia","https://aflcio.org/paywatch/EXPE","Dara Khosrowshahi","2015","$94,603,552"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","VIA","https://aflcio.org/paywatch/VIA","Viacom","https://aflcio.org/paywatch/VIA","Philippe P. Dauman","2016","$93,021,795"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","SCTY","https://aflcio.org/paywatch/SCTY","SolarCity Corporation","https://aflcio.org/paywatch/SCTY","Lyndon R. Rive","2015","$77,318,016"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","GBL","https://aflcio.org/paywatch/GBL","Gamco Investors","https://aflcio.org/paywatch/GBL","Mario J. Gabelli","2015","$75,018,176"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","CBS","https://aflcio.org/paywatch/CBS","CBS Corporation","https://aflcio.org/paywatch/CBS","Leslie Moonves","2016","$69,550,657"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","LNG","https://aflcio.org/paywatch/LNG","Cheniere Energy","https://aflcio.org/paywatch/LNG","Charif Souki","2015","$54,041,015"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","EL","https://aflcio.org/paywatch/EL","Estee Lauder Companies","https://aflcio.org/paywatch/EL","Fabrizio Freda","2016","$48,369,401"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","NKE","https://aflcio.org/paywatch/NKE","Nike","https://aflcio.org/paywatch/NKE","Mark G. Parker","2016","$47,615,302"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","REGN","https://aflcio.org/paywatch/REGN","Regeneron Pharmaceuticals","https://aflcio.org/paywatch/REGN","Leonard S. Schleifer","2015","$47,462,526"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","DIS","https://aflcio.org/paywatch/DIS","Walt Disney Company","https://aflcio.org/paywatch/DIS","Robert A. Iger","2016","$43,882,396"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","ORCL","https://aflcio.org/paywatch/ORCL","Oracle Corporation","https://aflcio.org/paywatch/ORCL","Mark V. Hurd","2016","$41,121,896"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","DISCA","https://aflcio.org/paywatch/DISCA","Discovery Communications","https://aflcio.org/paywatch/DISCA","David M. Zaslav","2016","$37,192,354"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","YHOO","https://aflcio.org/paywatch/YHOO","Yahoo!","https://aflcio.org/paywatch/YHOO","Marissa A. Mayer","2015","$35,981,107"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","HPE","https://aflcio.org/paywatch/HPE","Hewlett Packard Enterprise Company","https://aflcio.org/paywatch/HPE","Margaret C. Whitman","2016","$35,564,351"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","IMS","https://aflcio.org/paywatch/IMS","IMS Health Holdings","https://aflcio.org/paywatch/IMS","Ari Bousbib","2015","$34,833,517"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","CRM","https://aflcio.org/paywatch/CRM","Salesforce.com","https://aflcio.org/paywatch/CRM","Marc Benioff","2016","$33,362,903"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","CMCSA","https://aflcio.org/paywatch/CMCSA","Comcast Corporation","https://aflcio.org/paywatch/CMCSA","Brian L. Roberts","2016","$32,963,491"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=0","IBM","https://aflcio.org/paywatch/IBM","International Business Machines Corporation","https://aflcio.org/paywatch/IBM","V.M. Rometty","2016","$32,695,699"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","TWX","https://aflcio.org/paywatch/TWX","Time Warner","https://aflcio.org/paywatch/TWX","Jeffrey L. Bewkes","2015","$31,493,211"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","PEP","https://aflcio.org/paywatch/PEP","Pepsico","https://aflcio.org/paywatch/PEP","Indra K. Nooyi","2016","$29,783,416"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","AON","https://aflcio.org/paywatch/AON","Aon plc","https://aflcio.org/paywatch/AON","Gregory C. Case","2015","$29,735,220"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","PGND","https://aflcio.org/paywatch/PGND","Press Ganey Holdings","https://aflcio.org/paywatch/PGND","Patrick T. Ryan","2015","$28,970,786"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","SNI","https://aflcio.org/paywatch/SNI","Scripps Networks Interactive","https://aflcio.org/paywatch/SNI","Kenneth W. Lowe","2016","$28,784,239"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","HPQ","https://aflcio.org/paywatch/HPQ","HP","https://aflcio.org/paywatch/HPQ","Dion J. Weisler","2016","$28,696,267"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","T","https://aflcio.org/paywatch/T","AT&T","https://aflcio.org/paywatch/T","R. Stephenson","2016","$28,433,716"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","WYNN","https://aflcio.org/paywatch/WYNN","Wynn Resorts, Limited","https://aflcio.org/paywatch/WYNN","Stephen A. Wynn","2016","$28,156,985"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","VRTX","https://aflcio.org/paywatch/VRTX","Vertex Pharmaceuticals","https://aflcio.org/paywatch/VRTX","Jeffrey M. Leiden","2015","$28,099,826"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","MSCC","https://aflcio.org/paywatch/MSCC","Microsemi Corporation","https://aflcio.org/paywatch/MSCC","James J. Peterson","2016","$27,958,781"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","NBR","https://aflcio.org/paywatch/NBR","Nabors Industries Ltd.","https://aflcio.org/paywatch/NBR","Anthony G. Petrello","2015","$27,663,602"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","MO","https://aflcio.org/paywatch/MO","Altria Group","https://aflcio.org/paywatch/MO","Martin J. Barrington","2016","$27,573,566"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","XOM","https://aflcio.org/paywatch/XOM","Exxon Mobil Corporation","https://aflcio.org/paywatch/XOM","R.W. Tillerson","2016","$27,393,567"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","HRTG","https://aflcio.org/paywatch/HRTG","Heritage Insurance Holdings","https://aflcio.org/paywatch/HRTG","Bruce Lucas","2015","$27,263,997"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","JPM","https://aflcio.org/paywatch/JPM","J P Morgan Chase & Co","https://aflcio.org/paywatch/JPM","James Dimon","2016","$27,236,892"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","S","https://aflcio.org/paywatch/S","Sprint Corporation","https://aflcio.org/paywatch/S","Marcelo Claure","2015","$26,965,004"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","JNJ","https://aflcio.org/paywatch/JNJ","Johnson & Johnson","https://aflcio.org/paywatch/JNJ","Alex Gorsky","2016","$26,871,720"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","FOX","https://aflcio.org/paywatch/FOX","Twenty-First Century Fox","https://aflcio.org/paywatch/FOX","James R. Murdoch","2016","$26,379,673"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","BLK","https://aflcio.org/paywatch/BLK","BlackRock","https://aflcio.org/paywatch/BLK","Laurence D. Fink","2016","$25,472,831"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=1","PSX","https://aflcio.org/paywatch/PSX","Phillips 66","https://aflcio.org/paywatch/PSX","Greg Garland","2016","$25,055,294"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","UVE","https://aflcio.org/paywatch/UVE","UNIVERSAL INSURANCE HOLDINGS INC","https://aflcio.org/paywatch/UVE","Sean P. Downes","2015","$25,032,334"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","ULTI","https://aflcio.org/paywatch/ULTI","The Ultimate Software Group","https://aflcio.org/paywatch/ULTI","Scott Scherr","2016","$25,028,823"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","KW","https://aflcio.org/paywatch/KW","Kennedy-Wilson Holdings","https://aflcio.org/paywatch/KW","William J. McMorrow","2015","$24,806,979"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","AVGO","https://aflcio.org/paywatch/AVGO","Broadcom Ltd","https://aflcio.org/paywatch/AVGO","Hock E. Tan","2016","$24,692,047"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","CVX","https://aflcio.org/paywatch/CVX","Chevron Corporation","https://aflcio.org/paywatch/CVX","J.S. Watson","2016","$24,657,491"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","TMUS","https://aflcio.org/paywatch/TMUS","T-Mobile US","https://aflcio.org/paywatch/TMUS","John J. Legere","2015","$24,457,987"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","ZNGA","https://aflcio.org/paywatch/ZNGA","Zynga","https://aflcio.org/paywatch/ZNGA","Frank Gibeau","2016","$24,450,381"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","PFK","https://aflcio.org/paywatch/PFK","Prudential Financial","https://aflcio.org/paywatch/PFK","John R. Strangfeld","2016","$24,444,255"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","CB","https://aflcio.org/paywatch/CB","Chubb Limited New","https://aflcio.org/paywatch/CB","Evan G. Greenberg","2016","$24,419,486"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","HRG","https://aflcio.org/paywatch/HRG","HRG Group","https://aflcio.org/paywatch/HRG","Philip A. Falcone","2015","$23,934,615"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","CSC","https://aflcio.org/paywatch/CSC","Computer Sciences Corporation","https://aflcio.org/paywatch/CSC","J. Michael Lawrie","2016","$23,823,731"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","MCK","https://aflcio.org/paywatch/MCK","McKesson Corporation","https://aflcio.org/paywatch/MCK","John H. Hammergren","2016","$23,649,638"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","OMC","https://aflcio.org/paywatch/OMC","Omnicom Group","https://aflcio.org/paywatch/OMC","John D. Wren","2015","$23,576,047"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","SAM","https://aflcio.org/paywatch/SAM","Boston Beer Company","https://aflcio.org/paywatch/SAM","Martin F. Roper","2016","$23,392,822"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","ROP","https://aflcio.org/paywatch/ROP","Roper Technologies","https://aflcio.org/paywatch/ROP","Brian D. Jellison","2015","$23,214,580"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","SLG","https://aflcio.org/paywatch/SLG","SL Green Realty Corporation","https://aflcio.org/paywatch/SLG","Marc Holliday","2015","$23,047,749"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","DOW","https://aflcio.org/paywatch/DOW","Dow Chemical Company","https://aflcio.org/paywatch/DOW","Andrew Liveris","2016","$22,963,059"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","AAP","https://aflcio.org/paywatch/AAP","Advance Auto Parts","https://aflcio.org/paywatch/AAP","Thomas R. Greco","2016","$22,820,767"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","GM","https://aflcio.org/paywatch/GM","General Motors Company","https://aflcio.org/paywatch/GM","Mary T. Barra","2016","$22,582,059"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=2","CELG","https://aflcio.org/paywatch/CELG","Celgene Corporation","https://aflcio.org/paywatch/CELG","Robert J. Hugin","2015","$22,472,912"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","DF","https://aflcio.org/paywatch/DF","Dean Foods Company","https://aflcio.org/paywatch/DF","Gregg A. Tanner","2016","$22,437,072"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","RAD","https://aflcio.org/paywatch/RAD","Rite Aid Corporation","https://aflcio.org/paywatch/RAD","John T. Standley","2016","$22,366,272"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","MSCI","https://aflcio.org/paywatch/MSCI","MSCI","https://aflcio.org/paywatch/MSCI","Henry A. Fernandez","2016","$22,164,262"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","F","https://aflcio.org/paywatch/F","Ford Motor Company","https://aflcio.org/paywatch/F","Mark Fields","2016","$22,102,498"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","CNC","https://aflcio.org/paywatch/CNC","Centene Corporation","https://aflcio.org/paywatch/CNC","Michael F. Neidorff","2016","$21,968,983"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","SBUX","https://aflcio.org/paywatch/SBUX","Starbucks Corporation","https://aflcio.org/paywatch/SBUX","Howard Schultz","2016","$21,815,498"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","MRK","https://aflcio.org/paywatch/MRK","Merck & Company","https://aflcio.org/paywatch/MRK","Kenneth C. Frazier","2016","$21,781,170"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","JCI","https://aflcio.org/paywatch/JCI","Johnson Controls International plc","https://aflcio.org/paywatch/JCI","Alex A. Molinaroli","2015","$21,744,029"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","NWL","https://aflcio.org/paywatch/NWL","Newell Brands","https://aflcio.org/paywatch/NWL","Michael B. Polk","2016","$21,684,542"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","SFLY","https://aflcio.org/paywatch/SFLY","Shutterfly","https://aflcio.org/paywatch/SFLY","Christopher North","2016","$21,457,985"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","GD","https://aflcio.org/paywatch/GD","General Dynamics Corporation","https://aflcio.org/paywatch/GD","Phebe N. Novakovic","2016","$21,358,077"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","HCA","https://aflcio.org/paywatch/HCA","HCA Holdings","https://aflcio.org/paywatch/HCA","R. Milton Johnson","2016","$21,331,574"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","GE","https://aflcio.org/paywatch/GE","General Electric Company","https://aflcio.org/paywatch/GE","Jeff Immelt","2016","$21,324,524"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","HON","https://aflcio.org/paywatch/HON","Honeywell International","https://aflcio.org/paywatch/HON","David M. Cote","2016","$21,261,501"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","FISV","https://aflcio.org/paywatch/FISV","Fiserv","https://aflcio.org/paywatch/FISV","Jeffery W. Yabuki","2016","$21,241,782"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","MS","https://aflcio.org/paywatch/MS","Morgan Stanley","https://aflcio.org/paywatch/MS","James P. Gorman","2016","$21,205,835"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","ABBV","https://aflcio.org/paywatch/ABBV","AbbVie","https://aflcio.org/paywatch/ABBV","Richard A. Gonzalez","2016","$20,970,924"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","BA","https://aflcio.org/paywatch/BA","Boeing Company","https://aflcio.org/paywatch/BA","Kevin G. McAllister","2016","$20,865,820"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","LMT","https://aflcio.org/paywatch/LMT","Lockheed Martin Corporation","https://aflcio.org/paywatch/LMT","Marillyn A. Hewson","2016","$20,573,733"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=3","CNX","https://aflcio.org/paywatch/CNX","CONSOL Energy","https://aflcio.org/paywatch/CNX","Nicholas J. Deiuliis","2016","$20,514,382"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","AFL","https://aflcio.org/paywatch/AFL","Aflac","https://aflcio.org/paywatch/AFL","Daniel P. Amos","2016","$20,412,010"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","RTN","https://aflcio.org/paywatch/RTN","Raytheon Company","https://aflcio.org/paywatch/RTN","Thomas A. Kennedy","2015","$20,377,815"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","ABT","https://aflcio.org/paywatch/ABT","Abbott Laboratories","https://aflcio.org/paywatch/ABT","Miles D. White","2016","$20,285,591"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","GS","https://aflcio.org/paywatch/GS","Goldman Sachs Group","https://aflcio.org/paywatch/GS","Lloyd C. Blankfein","2016","$20,206,898"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","MTCH","https://aflcio.org/paywatch/MTCH","Match Group","https://aflcio.org/paywatch/MTCH","Gregory R. Blatt","2015","$20,197,941"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","ADBE","https://aflcio.org/paywatch/ADBE","Adobe Systems","https://aflcio.org/paywatch/ADBE","Shantanu Narayen","2016","$20,035,334"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","UHS","https://aflcio.org/paywatch/UHS","Universal Health Services","https://aflcio.org/paywatch/UHS","Alan B. Miller","2016","$19,867,748"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","OLED","https://aflcio.org/paywatch/OLED","Universal Display Corporation","https://aflcio.org/paywatch/OLED","Steven V. Abramson","2015","$19,866,934"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","LNKD","https://aflcio.org/paywatch/LNKD","LinkedIn Corporation","https://aflcio.org/paywatch/LNKD","Jeffrey Weiner","2015","$19,859,981"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","NOC","https://aflcio.org/paywatch/NOC","Northrop Grumman Corporation","https://aflcio.org/paywatch/NOC","Wesley G. Bush","2016","$19,841,841"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","WMT","https://aflcio.org/paywatch/WMT","Wal-Mart Stores","https://aflcio.org/paywatch/WMT","C. Douglas McMillon","2016","$19,808,797"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","GT","https://aflcio.org/paywatch/GT","The Goodyear Tire & Rubber Company","https://aflcio.org/paywatch/GT","Richard J. Kramer","2016","$19,798,104"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","HUM","https://aflcio.org/paywatch/HUM","Humana","https://aflcio.org/paywatch/HUM","Bruce D. Broussard","2016","$19,722,400"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","AMAT","https://aflcio.org/paywatch/AMAT","Applied Materials","https://aflcio.org/paywatch/AMAT","Gary E. Dickerson","2016","$19,680,422"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","CTXS","https://aflcio.org/paywatch/CTXS","Citrix Systems","https://aflcio.org/paywatch/CTXS","Robert M. Calderoni","2015","$19,631,434"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","TJX","https://aflcio.org/paywatch/TJX","TJX Companies","https://aflcio.org/paywatch/TJX","Carol Meyrowitz","2016","$19,559,697"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","SCHW","https://aflcio.org/paywatch/SCHW","The Charles Schwab Corporation","https://aflcio.org/paywatch/SCHW","Walter W. Bettinger","2016","$19,547,649"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","BBBY","https://aflcio.org/paywatch/BBBY","Bed Bath & Beyond","https://aflcio.org/paywatch/BBBY","Steven H. Temares","2015","$19,409,668"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","LEN","https://aflcio.org/paywatch/LEN","Lennar Corporation","https://aflcio.org/paywatch/LEN","Stuart Miller","2016","$19,225,403"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=4","COP","https://aflcio.org/paywatch/COP","ConocoPhillips","https://aflcio.org/paywatch/COP","R.M. Lance","2016","$19,212,038"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","NCR","https://aflcio.org/paywatch/NCR","NCR Corporation","https://aflcio.org/paywatch/NCR","William Nuti","2016","$19,190,267"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","BK","https://aflcio.org/paywatch/BK","Bank Of New York Mellon Corporation","https://aflcio.org/paywatch/BK","Gerald L. Hassell","2016","$19,165,598"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","INTC","https://aflcio.org/paywatch/INTC","Intel Corporation","https://aflcio.org/paywatch/INTC","Brian M. Krzanich","2016","$19,079,000"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","ABMD","https://aflcio.org/paywatch/ABMD","ABIOMED","https://aflcio.org/paywatch/ABMD","Michael R. Minogue","2016","$19,021,870"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","PYPL","https://aflcio.org/paywatch/PYPL","PayPal Holdings","https://aflcio.org/paywatch/PYPL","Daniel H. Schulman","2016","$18,934,341"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","MYL","https://aflcio.org/paywatch/MYL","Mylan N.V.","https://aflcio.org/paywatch/MYL","Heather Bresch","2015","$18,931,068"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","INTU","https://aflcio.org/paywatch/INTU","Intuit","https://aflcio.org/paywatch/INTU","Brad D. Smith","2016","$18,788,385"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","BKS","https://aflcio.org/paywatch/BKS","Barnes & Noble","https://aflcio.org/paywatch/BKS","Michael P. Huseby","2016","$18,682,545"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","AET","https://aflcio.org/paywatch/AET","Aetna","https://aflcio.org/paywatch/AET","Mark T. Bertolini","2016","$18,662,306"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","TDG","https://aflcio.org/paywatch/TDG","Transdigm Group","https://aflcio.org/paywatch/TDG","W. Nicholas Howley","2016","$18,650,700"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","AEUA","https://aflcio.org/paywatch/AEUA","Anadarko Petroleum Corporation","https://aflcio.org/paywatch/AEUA","R. A. Walker","2016","$18,650,252"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","DE","https://aflcio.org/paywatch/DE","Deere & Company","https://aflcio.org/paywatch/DE","Samuel R. Allen","2016","$18,642,871"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","ULTA","https://aflcio.org/paywatch/ULTA","Ulta Beauty","https://aflcio.org/paywatch/ULTA","Mary N. Dillon","2015","$18,562,988"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","SLB","https://aflcio.org/paywatch/SLB","Schlumberger N.V.","https://aflcio.org/paywatch/SLB","Paal Kibsgaard","2016","$18,559,594"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","ACN","https://aflcio.org/paywatch/ACN","Accenture plc","https://aflcio.org/paywatch/ACN","Pierre Nanterme","2016","$18,499,843"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","VLO","https://aflcio.org/paywatch/VLO","Valero Energy Corporation","https://aflcio.org/paywatch/VLO","Joseph W. Gorder","2016","$18,452,618"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","LLY","https://aflcio.org/paywatch/LLY","Eli Lilly and Company","https://aflcio.org/paywatch/LLY","John C. Lechleiter","2016","$18,367,133"
"https://aflcio.org/paywatch/highest-paid-ceos?combine=&industry=All&state=All&sp500=0&page=5","CVS","https://aflcio.org/paywatch/CVS","CVS Health Corporation","https://aflcio.org/paywatch/CVS","Larry J. Merlo","2016","$18,359,377"
